
Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
40	25	24	17	16	14	12	7	9	16
41	25	24	17	16	14	12	7	9	15
42	25	24	17	16	14	12	7	9	16
43	25	24	17	16	14	12	7	9	16
44	25	24	17	16	14	12	7	9	19
45	25	24	17	16	14	12	7	9	16
46	25	24	17	16	14	12	7	9	19
47	25	24	17	16	14	12	7	9	16
48	25	24	17	16	14	12	7	9	18
49	25	24	17	16	14	12	7	9	15
50	25	24	17	16	14	12	7	9	16
51	25	24	17	16	14	12	7	9	19
52	25	24	17	16	14	12	7	9	17
53	25	24	17	16	14	12	7	9	19
54	25	24	17	16	14	12	7	9	17
55	25	24	17	16	14	12	7	9	19
56	25	24	17	16	14	12	7	9	17
57	25	24	17	16	14	12	7	9	18
58	25	24	17	16	14	12	7	9	15
59	25	24	17	16	14	12	7	9	19
60	25	24	17	16	14	12	7	9	18
61	25	24	17	16	14	12	7	9	15
62	25	24	17	16	14	12	7	9	18
63	25	24	17	16	14	12	7	9	16
64	25	24	17	16	14	12	7	9	19
65	25	24	17	16	14	12	7	9	19
66	25	24	17	16	14	12	7	9	16
67	25	24	17	16	14	12	7	9	19
68	25	24	17	16	14	12	7	9	17
69	25	24	17	16	14	12	7	9	18
70	25	24	17	16	14	12	7	9	17
71	25	24	17	16	14	12	7	9	18
72	25	24	17	16	14	12	7	9	16
73	25	24	17	16	14	12	7	9	18
74	25	24	17	16	14	12	7	9	19
75	25	24	17	16	14	12	7	9	19
76	25	24	17	16	14	12	7	9	17
77	25	24	17	16	14	12	7	9	16
78	25	24	17	16	14	12	7	9	17
79	25	24	17	16	14	12	7	9	18
80	25	24	17	16	14	12	7	9	19
81	25	24	17	16	14	12	7	9	19
82	25	24	17	16	14	12	7	9	19
83	25	24	17	16	14	12	7	9	18
84	25	24	17	16	14	12	7	9	19
85	25	24	17	16	14	12	7	9	15
86	25	24	17	16	14	12	7	9	15
87	25	24	17	16	14	12	7	9	19
88	25	24	17	16	14	12	7	9	18
89	25	24	17	16	14	12	7	9	17
90	25	24	17	16	14	12	7	9	19
91	25	24	17	16	14	12	7	9	19
92	25	24	17	16	14	12	7	9	15
93	25	24	17	16	14	12	7	9	15
94	25	24	17	16	14	12	7	9	16
95	25	24	17	16	14	12	7	9	16
96	25	24	17	16	14	12	7	9	15
97	25	24	17	16	14	12	7	9	17
98	25	24	17	16	14	12	7	9	15
99	25	24	17	16	14	12	7	9	15
100	25	24	17	16	14	12	7	9	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	25	24	17	16	14	12	7	9	19
1	25	24	17	16	14	12	7	9	19
2	25	24	17	16	14	12	7	9	16
3	25	24	17	16	14	12	7	9	17
4	25	24	17	16	14	12	7	9	19
5	25	24	17	16	14	12	7	9	17
6	25	24	17	16	14	12	7	9	18
7	25	24	17	16	14	12	7	9	15
8	25	24	17	16	14	12	7	9	15
9	25	24	17	16	14	12	7	9	19
10	25	24	17	16	14	12	7	9	19
11	25	24	17	16	14	12	7	9	16
12	25	24	17	16	14	12	7	9	19
13	25	24	17	16	14	12	7	9	16
14	25	24	17	16	14	12	7	9	17
15	25	24	17	16	14	12	7	9	17
16	25	24	17	16	14	12	7	9	18
17	25	24	17	16	14	12	7	9	15
18	25	24	17	16	14	12	7	9	16
19	25	24	17	16	14	12	7	9	19
20	25	24	17	16	14	12	7	9	17
21	25	24	17	16	14	12	7	9	16
22	25	24	17	16	14	12	7	9	18
23	25	24	17	16	14	12	7	9	18
24	25	24	17	16	14	12	7	9	15
25	25	24	17	16	14	12	7	9	19
26	25	24	17	16	14	12	7	9	16
27	25	24	17	16	14	12	7	9	16
28	25	24	17	16	14	12	7	9	17
29	25	24	17	16	14	12	7	9	18
30	25	24	17	16	14	12	7	9	18
31	25	24	17	16	14	12	7	9	18
32	25	24	17	16	14	12	7	9	18
33	25	24	17	16	14	12	7	9	15
34	25	24	17	16	14	12	7	9	19
35	25	24	17	16	14	12	7	9	15
36	25	24	17	16	14	12	7	9	18
37	25	24	17	16	14	12	7	9	16
38	25	24	17	16	14	12	7	9	19
39	25	24	17	16	14	12	7	9	17
40	25	24	17	16	14	12	7	9	15
41	25	24	17	16	14	12	7	9	19
42	25	24	17	16	14	12	7	9	15
43	25	24	17	16	14	12	7	9	18
44	25	24	17	16	14	12	7	9	16
45	25	24	17	16	14	12	7	9	15
46	25	24	17	16	14	12	7	9	18
47	25	24	17	16	14	12	7	9	19
48	25	24	17	16	14	12	7	9	19
49	25	24	17	16	14	12	7	9	19
50	25	24	17	16	14	12	7	9	17
51	25	24	17	16	14	12	7	9	16
52	25	24	17	16	14	12	7	9	19
53	25	24	17	16	14	12	7	9	19
54	25	24	17	16	14	12	7	9	19
55	25	24	17	16	14	12	7	9	18
56	25	24	17	16	14	12	7	9	19
57	25	24	17	16	14	12	7	9	16
58	25	24	17	16	14	12	7	9	19
59	25	24	17	16	14	12	7	9	17
60	25	24	17	16	14	12	7	9	19
61	25	24	17	16	14	12	7	9	18
62	25	24	17	16	14	12	7	9	18
63	25	24	17	16	14	12	7	9	19
64	25	24	17	16	14	12	7	9	19
65	25	24	17	16	14	12	7	9	18
66	25	24	17	16	14	12	7	9	19
67	25	24	17	16	14	12	7	9	18
68	25	24	17	16	14	12	7	9	15
69	25	24	17	16	14	12	7	9	17
70	25	24	17	16	14	12	7	9	19
71	25	24	17	16	14	12	7	9	18
72	25	24	17	16	14	12	7	9	19
73	25	24	17	16	14	12	7	9	15
74	25	24	17	16	14	12	7	9	17
75	25	24	17	16	14	12	7	9	18
76	25	24	17	16	14	12	7	9	19
77	25	24	17	16	14	12	7	9	16
78	25	24	17	16	14	12	7	9	17
79	25	24	17	16	14	12	7	9	18
80	25	24	17	16	14	12	7	9	16
81	25	24	17	16	14	12	7	9	17
82	25	24	17	16	14	12	7	9	19
83	25	24	17	16	14	12	7	9	18
84	25	24	17	16	14	12	7	9	17
85	25	24	17	16	14	12	7	9	18
86	25	24	17	16	14	12	7	9	17
87	25	24	17	16	14	12	7	9	15
88	25	24	17	16	14	12	7	9	18
89	25	24	17	16	14	12	7	9	19
90	25	24	17	16	14	12	7	9	19
91	25	24	17	16	14	12	7	9	17
92	25	24	17	16	14	12	7	9	18
93	25	24	17	16	14	12	7	9	17
94	25	24	17	16	14	12	7	9	17
95	25	24	17	16	14	12	7	9	16
96	25	24	17	16	14	12	7	9	17
97	25	24	17	16	14	12	7	9	17
98	25	24	17	16	14	12	7	9	16
99	25	24	17	16	14	12	7	9	18
100	25	24	17	16	14	12	7	9	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	25	24	17	16	14	12	7	9	17
1	25	24	17	16	14	12	7	9	15
2	25	24	17	16	14	12	7	9	19
3	25	24	17	16	14	12	7	9	18
4	25	24	17	16	14	12	7	9	17
5	25	24	17	16	14	12	7	9	16
6	25	24	17	16	14	12	7	9	18
7	25	24	17	16	14	12	7	9	17
8	25	24	17	16	14	12	7	9	17
9	25	24	17	16	14	12	7	9	18
10	25	24	17	16	14	12	7	9	16
11	25	24	17	16	14	12	7	9	15
12	25	24	17	16	14	12	7	9	16
13	25	24	17	16	14	12	7	9	15
14	25	24	17	16	14	12	7	9	19
15	25	24	17	16	14	12	7	9	16
16	25	24	17	16	14	12	7	9	19
17	25	24	17	16	14	12	7	9	19
18	25	24	17	16	14	12	7	9	17
19	25	24	17	16	14	12	7	9	17
20	25	24	17	16	14	12	7	9	17
21	25	24	17	16	14	12	7	9	16
22	25	24	17	16	14	12	7	9	15
23	25	24	17	16	14	12	7	9	15
24	25	24	17	16	14	12	7	9	19
25	25	24	17	16	14	12	7	9	17
26	25	24	17	16	14	12	7	9	15
27	25	24	17	16	14	12	7	9	15
28	25	24	17	16	14	12	7	9	19
29	25	24	17	16	14	12	7	9	19
30	25	24	17	16	14	12	7	9	17
31	25	24	17	16	14	12	7	9	19
32	25	24	17	16	14	12	7	9	16
33	25	24	17	16	14	12	7	9	17
34	25	24	17	16	14	12	7	9	16
35	25	24	17	16	14	12	7	9	17
36	25	24	17	16	14	12	7	9	17
37	25	24	17	16	14	12	7	9	17
38	25	24	17	16	14	12	7	9	16
39	25	24	17	16	14	12	7	9	15
40	25	24	17	16	14	12	7	9	16
41	25	24	17	16	14	12	7	9	19
42	25	24	17	16	14	12	7	9	19
43	25	24	17	16	14	12	7	9	16
44	25	24	17	16	14	12	7	9	19
45	25	24	17	16	14	12	7	9	18
46	25	24	17	16	14	12	7	9	19
47	25	24	17	16	14	12	7	9	16
48	25	24	17	16	14	12	7	9	19
49	25	24	17	16	14	12	7	9	17
50	25	24	17	16	14	12	7	9	15
51	25	24	17	16	14	12	7	9	19
52	25	24	17	16	14	12	7	9	17
53	25	24	17	16	14	12	7	9	19
54	25	24	17	16	14	12	7	9	16
55	25	24	17	16	14	12	7	9	17
56	25	24	17	16	14	12	7	9	18
57	25	24	17	16	14	12	7	9	16
58	25	24	17	16	14	12	7	9	16
59	25	24	17	16	14	12	7	9	16
60	25	24	17	16	14	12	7	9	16
61	25	24	17	16	14	12	7	9	19
62	25	24	17	16	14	12	7	9	19
63	25	24	17	16	14	12	7	9	17
64	25	24	17	16	14	12	7	9	15
65	25	24	17	16	14	12	7	9	19
66	25	24	17	16	14	12	7	9	17
67	25	24	17	16	14	12	7	9	15
68	25	24	17	16	14	12	7	9	18
69	25	24	17	16	14	12	7	9	19
70	25	24	17	16	14	12	7	9	19
71	25	24	17	16	14	12	7	9	19
72	25	24	17	16	14	12	7	9	19
73	25	24	17	16	14	12	7	9	15
74	25	24	17	16	14	12	7	9	19
75	25	24	17	16	14	12	7	9	17
76	25	24	17	16	14	12	7	9	17
77	25	24	17	16	14	12	7	9	16
78	25	24	17	16	14	12	7	9	16
79	25	24	17	16	14	12	7	9	15
80	25	24	17	16	14	12	7	9	15
81	25	24	17	16	14	12	7	9	17
82	25	24	17	16	14	12	7	9	17
83	25	24	17	16	14	12	7	9	18
84	25	24	17	16	14	12	7	9	17
85	25	24	17	16	14	12	7	9	17
86	25	24	17	16	14	12	7	9	16
87	25	24	17	16	14	12	7	9	17
88	25	24	17	16	14	12	7	9	18
89	25	24	17	16	14	12	7	9	17
90	25	24	17	16	14	12	7	9	19
91	25	24	17	16	14	12	7	9	16
92	25	24	17	16	14	12	7	9	15
93	25	24	17	16	14	12	7	9	18
94	25	24	17	16	14	12	7	9	18
95	25	24	17	16	14	12	7	9	17
96	25	24	17	16	14	12	7	9	15
97	25	24	17	16	14	12	7	9	18
98	25	24	17	16	14	12	7	9	17
99	25	24	17	16	14	12	7	9	17
100	25	24	17	16	14	12	7	9	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	25	24	17	16	14	12	7	9	18
1	25	24	17	16	14	12	7	9	16
2	25	24	17	16	14	12	7	9	18
3	25	24	17	16	14	12	7	9	19
4	25	24	17	16	14	12	7	9	16
5	25	24	17	16	14	12	7	9	19
6	25	24	17	16	14	12	7	9	16
7	25	24	17	16	14	12	7	9	18
8	25	24	17	16	14	12	7	9	19
9	25	24	17	16	14	12	7	9	19
10	25	24	17	16	14	12	7	9	17
11	25	24	17	16	14	12	7	9	15
12	25	24	17	16	14	12	7	9	16
13	25	24	17	16	14	12	7	9	15
14	25	24	17	16	14	12	7	9	15
15	25	24	17	16	14	12	7	9	17
16	25	24	17	16	14	12	7	9	17
17	25	24	17	16	14	12	7	9	18
18	25	24	17	16	14	12	7	9	19
19	25	24	17	16	14	12	7	9	18
20	25	24	17	16	14	12	7	9	16
21	25	24	17	16	14	12	7	9	19
22	25	24	17	16	14	12	7	9	18
23	25	24	17	16	14	12	7	9	17
24	25	24	17	16	14	12	7	9	18
25	25	24	17	16	14	12	7	9	18
26	25	24	17	16	14	12	7	9	17
27	25	24	17	16	14	12	7	9	17
28	25	24	17	16	14	12	7	9	19
29	25	24	17	16	14	12	7	9	16
30	25	24	17	16	14	12	7	9	19
31	25	24	17	16	14	12	7	9	17
32	25	24	17	16	14	12	7	9	17
33	25	24	17	16	14	12	7	9	19
34	25	24	17	16	14	12	7	9	18
35	25	24	17	16	14	12	7	9	15
36	25	24	17	16	14	12	7	9	15
37	25	24	17	16	14	12	7	9	19
38	25	24	17	16	14	12	7	9	18
39	25	24	17	16	14	12	7	9	17
40	25	24	17	16	14	12	7	9	19
41	25	24	17	16	14	12	7	9	19
42	25	24	17	16	14	12	7	9	19
43	25	24	17	16	14	12	7	9	18
44	25	24	17	16	14	12	7	9	17
45	25	24	17	16	14	12	7	9	17
46	25	24	17	16	14	12	7	9	19
47	25	24	17	16	14	12	7	9	15
48	25	24	17	16	14	12	7	9	17
49	25	24	17	16	14	12	7	9	19
50	25	24	17	16	14	12	7	9	17
51	25	24	17	16	14	12	7	9	19
52	25	24	17	16	14	12	7	9	16
53	25	24	17	16	14	12	7	9	17
54	25	24	17	16	14	12	7	9	16
55	25	24	17	16	14	12	7	9	17
56	25	24	17	16	14	12	7	9	19
57	25	24	17	16	14	12	7	9	15
58	25	24	17	16	14	12	7	9	18
59	25	24	17	16	14	12	7	9	17
60	25	24	17	16	14	12	7	9	17
61	25	24	17	16	14	12	7	9	18
62	25	24	17	16	14	12	7	9	19
63	25	24	17	16	14	12	7	9	17
64	25	24	17	16	14	12	7	9	19
65	25	24	17	16	14	12	7	9	15
66	25	24	17	16	14	12	7	9	18
67	25	24	17	16	14	12	7	9	15
68	25	24	17	16	14	12	7	9	16
69	25	24	17	16	14	12	7	9	16
70	25	24	17	16	14	12	7	9	18
71	25	24	17	16	14	12	7	9	19
72	25	24	17	16	14	12	7	9	16
73	25	24	17	16	14	12	7	9	19
74	25	24	17	16	14	12	7	9	17
75	25	24	17	16	14	12	7	9	18
76	25	24	17	16	14	12	7	9	18
77	25	24	17	16	14	12	7	9	15
78	25	24	17	16	14	12	7	9	16
79	25	24	17	16	14	12	7	9	19
80	25	24	17	16	14	12	7	9	19
81	25	24	17	16	14	12	7	9	17
82	25	24	17	16	14	12	7	9	18
83	25	24	17	16	14	12	7	9	19
84	25	24	17	16	14	12	7	9	16
85	25	24	17	16	14	12	7	9	18
86	25	24	17	16	14	12	7	9	16
87	25	24	17	16	14	12	7	9	19
88	25	24	17	16	14	12	7	9	15
89	25	24	17	16	14	12	7	9	19
90	25	24	17	16	14	12	7	9	19
91	25	24	17	16	14	12	7	9	19
92	25	24	17	16	14	12	7	9	17
93	25	24	17	16	14	12	7	9	17
94	25	24	17	16	14	12	7	9	19
95	25	24	17	16	14	12	7	9	17
96	25	24	17	16	14	12	7	9	17
97	25	24	17	16	14	12	7	9	16
98	25	24	17	16	14	12	7	9	18
99	25	24	17	16	14	12	7	9	17
100	25	24	17	16	14	12	7	9	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	19	22	3	5	10	13	4	16	7
1	19	14	26	25	8	6	24	11	9
2	19	14	26	25	8	6	24	11	9
3	19	14	26	25	8	6	24	11	9
4	19	14	26	25	8	6	24	11	9
5	12	21	20	11	24	7	9	4	12
6	12	21	20	11	24	7	9	4	12
7	12	21	20	11	24	7	9	4	12
8	12	21	20	11	24	7	9	4	12
9	12	21	20	11	24	7	9	4	12
10	12	21	20	11	24	7	9	4	12
11	12	21	20	11	24	7	9	4	12
12	12	21	20	11	24	7	9	4	12
13	12	21	20	11	24	7	9	4	12
14	12	21	20	11	24	7	9	4	12
15	12	21	20	11	24	7	9	4	12
16	12	21	20	11	24	7	9	4	12
17	12	21	20	11	24	7	9	4	12
18	12	21	20	11	24	7	9	4	12
19	12	21	20	11	24	7	9	4	12
20	12	21	20	11	24	7	9	4	12

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	6	12	5	11	22	7	21	24	3
1	6	12	5	11	22	7	21	18	6
2	6	24	5	11	22	7	21	18	3
3	6	24	5	11	22	7	21	18	8
4	6	24	5	11	22	7	21	1	8
5	6	24	5	4	22	7	21	1	7
6	6	24	5	4	22	7	21	1	6
7	6	24	5	4	22	7	21	1	7
8	6	24	5	4	22	7	21	1	6
9	6	24	5	4	22	7	21	1	10
10	6	24	5	4	22	10	21	1	11
11	6	24	5	27	22	10	21	1	11
12	6	24	5	27	8	10	21	1	14
13	22	24	5	27	8	10	21	1	10
14	22	24	5	27	8	10	21	1	13
15	22	24	5	27	8	10	21	1	15
16	22	24	5	14	8	10	21	1	11
17	22	24	5	14	8	10	21	1	13
18	22	24	5	14	8	10	21	1	13
19	22	24	5	14	8	10	21	1	14
20	22	24	5	14	8	10	21	1	14
21	22	24	5	14	8	10	21	1	12
22	22	24	5	14	8	10	21	1	14
23	22	24	5	14	8	10	21	1	15
24	22	24	5	14	8	20	21	1	13
25	22	24	5	14	8	20	21	1	15
26	22	24	5	14	8	9	21	1	14
27	22	24	5	14	8	9	21	1	17
28	22	24	18	14	8	9	21	1	13
29	22	24	18	14	8	9	21	1	17
30	22	24	16	14	8	9	21	1	14
31	22	24	16	14	8	9	21	1	17
32	26	24	16	14	8	9	21	1	16
33	26	24	16	14	8	9	21	1	17
34	26	24	16	14	8	9	12	1	15
35	26	24	16	14	8	9	12	1	17
36	26	24	16	14	8	2	12	1	17
37	25	24	16	14	8	2	12	1	18
38	25	24	20	14	8	2	12	1	16
39	25	24	20	14	8	2	12	1	16
40	25	24	20	14	8	2	12	1	17
41	25	24	20	14	8	2	12	1	13
42	25	24	20	14	8	2	12	1	16
43	25	24	20	14	8	2	12	1	17
44	25	24	20	14	8	2	12	1	17
45	25	24	20	14	8	2	12	1	16
46	25	24	20	14	8	2	12	1	17
47	25	24	20	14	8	2	12	1	18
48	25	24	20	14	8	2	9	1	18
49	25	24	28	14	8	2	9	1	18
50	25	24	28	14	8	2	7	1	18
51	25	24	19	14	8	2	7	1	15
52	25	24	19	14	8	2	7	1	14
53	25	24	19	14	8	2	7	1	15
54	25	24	19	14	8	2	7	1	16
55	25	24	19	14	8	2	7	1	17
56	25	24	19	14	8	2	7	1	16
57	25	24	19	14	8	2	7	1	15
58	25	24	19	14	8	2	7	1	14
59	25	24	19	14	8	2	7	1	18
60	25	24	18	14	8	2	7	1	19
61	25	24	18	14	8	15	7	1	14
62	25	24	18	14	8	15	7	1	15
63	25	24	18	14	8	15	7	1	15
64	25	24	18	14	8	15	7	1	18
65	25	24	18	14	8	15	7	1	14
66	25	24	18	14	8	15	7	1	16
67	25	24	18	14	8	15	7	1	19
68	25	24	18	14	8	21	7	1	17
69	25	24	18	14	8	21	7	1	18
70	25	24	18	14	8	21	7	1	15
71	25	24	18	14	8	21	7	1	17
72	25	24	18	14	8	21	7	1	16
73	25	24	18	14	8	21	7	1	17
74	25	24	18	14	8	21	7	1	17
75	25	24	18	14	8	21	7	1	17
76	25	24	18	14	8	21	7	1	14
77	25	24	18	14	8	21	7	1	16
78	25	24	18	14	8	21	7	1	16
79	25	24	18	14	8	21	7	1	18
80	25	24	18	14	8	21	7	1	18
81	25	24	18	14	8	21	7	1	18
82	25	24	18	14	8	21	7	1	18
83	25	24	18	14	8	21	7	1	17
84	25	24	18	14	8	21	7	1	18
85	25	24	18	14	8	21	7	1	17
86	25	24	18	14	8	21	7	1	18
87	25	24	18	14	8	21	7	1	17
88	25	24	18	14	8	21	7	1	14
89	25	24	18	14	8	21	7	1	15
90	25	24	18	14	8	21	7	1	15
91	25	24	18	14	8	21	7	1	18
92	25	24	18	14	8	21	7	1	15
93	25	24	18	14	8	21	7	1	15
94	25	24	18	14	8	21	7	1	17
95	25	24	18	14	8	21	7	1	14
96	25	24	18	14	8	21	7	1	17
97	25	24	18	14	8	21	7	1	15
98	25	24	18	14	8	21	7	1	17
99	25	24	18	14	8	21	7	1	17
100	25	24	18	14	8	21	7	1	19

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	25	24	18	14	8	21	7	1	15
1	25	24	18	14	8	21	7	1	16
2	25	24	18	14	8	21	7	1	18
3	25	24	18	14	8	21	7	1	18
4	25	24	18	14	8	21	7	1	18
5	25	24	18	14	8	21	7	1	16
6	25	24	18	14	8	21	7	1	18
7	25	24	18	14	8	21	7	1	16
8	25	24	18	14	8	21	7	1	15
9	25	24	18	14	8	21	7	1	16
10	25	24	18	14	8	21	7	1	15
11	25	24	18	14	8	21	7	1	14
12	25	24	18	14	8	21	7	1	16
13	25	24	18	14	8	21	7	1	15
14	25	24	18	14	8	21	7	1	19
15	25	24	18	14	8	15	7	1	18
16	25	24	18	14	8	15	7	1	16
17	25	24	18	14	8	15	7	1	15
18	25	24	18	14	8	15	7	1	18
19	25	24	18	14	8	15	7	1	18
20	25	24	18	14	8	15	7	1	17
21	25	24	18	14	8	15	7	1	15
22	25	24	18	14	8	15	7	1	16
23	25	24	18	14	8	15	7	1	18
24	25	24	18	14	8	15	7	1	18
25	25	24	18	14	8	15	7	1	18
26	25	24	18	14	8	15	7	1	17
27	25	24	18	14	8	15	7	1	17
28	25	24	18	14	8	15	7	1	18
29	25	24	18	14	8	15	7	1	18
30	25	24	18	14	8	15	7	1	18
31	25	24	18	14	8	15	7	1	17
32	25	24	18	14	8	15	7	1	14
33	25	24	18	14	8	15	7	1	14
34	25	24	18	14	8	15	7	1	18
35	25	24	18	14	8	15	7	1	15
36	25	24	18	14	8	15	7	1	17
37	25	24	18	14	8	15	7	1	16
38	25	24	18	14	8	15	7	1	18
39	25	24	18	14	8	15	7	1	17
40	25	24	18	14	8	15	7	1	17
41	25	24	18	14	8	15	7	1	18
42	25	24	18	14	8	15	7	1	19
43	25	24	18	19	8	15	7	1	16
44	25	24	18	19	8	15	7	1	15
45	25	24	18	19	8	15	7	1	15
46	25	24	18	19	8	15	7	1	17
47	25	24	18	19	8	15	7	1	18
48	25	24	18	19	8	15	7	1	18
49	25	24	18	19	8	15	7	1	18
50	25	24	18	19	8	15	7	1	16
51	25	24	18	19	8	15	7	1	16
52	25	24	18	19	8	15	7	1	18
53	25	24	18	19	8	15	7	1	17
54	25	24	18	19	8	15	7	1	15
55	25	24	18	19	8	15	7	1	14
56	25	24	18	19	8	15	7	1	18
57	25	24	18	19	8	15	7	1	17
58	25	24	18	19	8	15	7	1	17
59	25	24	18	19	8	15	7	1	19
60	25	24	18	19	8	15	4	1	15
61	25	24	18	19	8	15	4	1	15
62	25	24	18	19	8	15	4	1	19
63	25	27	18	19	8	15	4	1	17
64	25	27	18	19	8	15	4	1	17
65	25	27	18	19	8	15	4	1	17
66	25	27	18	19	8	15	4	1	16
67	25	27	18	19	8	15	4	1	16
68	25	27	18	19	8	15	4	1	17
69	25	27	18	19	8	15	4	1	15
70	25	27	18	19	8	15	4	1	16
71	25	27	18	19	8	15	4	1	18
72	25	27	18	19	8	15	4	1	15
73	25	27	18	19	8	15	4	1	18
74	25	27	18	19	8	15	4	1	17
75	25	27	18	19	8	15	4	1	17
76	25	27	18	19	8	15	4	1	15
77	25	27	18	19	8	15	4	1	17
78	25	27	18	19	8	15	4	1	17
79	25	27	18	19	8	15	4	1	17
80	25	27	18	19	8	15	4	1	16
81	25	27	18	19	8	15	4	1	17
82	25	27	18	19	8	15	4	1	14
83	25	27	18	19	8	15	4	1	17
84	25	27	18	19	8	15	4	1	17
85	25	27	18	19	8	15	4	1	18
86	25	27	18	19	8	15	4	1	17
87	25	27	18	19	8	15	4	1	15
88	25	27	18	19	8	15	4	1	16
89	25	27	18	19	8	15	4	1	19
90	25	24	18	19	8	15	4	1	16
91	25	24	18	19	8	15	4	1	15
92	25	24	18	19	8	15	4	1	19
93	25	24	18	12	8	15	4	1	17
94	25	24	18	12	8	15	4	1	18
95	25	24	18	12	8	15	4	1	17
96	25	24	18	12	8	15	4	1	17
97	25	24	18	12	8	15	4	1	16
98	25	24	18	12	8	15	4	1	17
99	25	24	18	12	8	15	4	1	15
100	25	24	18	12	8	15	4	1	19

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	25	24	18	12	8	15	4	1	19
1	25	24	18	12	7	15	4	1	17
2	25	24	18	12	7	15	4	1	18
3	25	24	18	12	7	15	4	1	17
4	25	24	18	12	7	15	4	1	15
5	25	24	18	12	7	15	4	1	16
6	25	24	18	12	7	15	4	1	15
7	25	24	18	12	7	15	4	1	17
8	25	24	18	12	7	15	4	1	15
9	25	24	18	12	7	15	4	1	14
10	25	24	18	12	7	15	4	1	18
11	25	24	18	12	7	15	4	1	18
12	25	24	18	12	7	15	4	1	15
13	25	24	18	12	7	15	4	1	17
14	25	24	18	12	7	15	4	1	18
15	25	24	18	12	7	15	4	1	18
16	25	24	18	12	7	15	4	1	18
17	25	24	18	12	7	15	4	1	19
18	25	24	18	12	9	15	4	1	16
19	25	24	18	12	9	15	4	1	19
20	25	24	16	12	9	15	4	1	18
21	25	24	16	12	9	15	4	1	17
22	25	24	16	12	9	15	4	1	18
23	25	24	16	12	9	15	4	1	15
24	25	24	16	12	9	15	4	1	18
25	25	24	16	12	9	15	4	1	17
26	25	24	16	12	9	15	4	1	17
27	25	24	16	12	9	15	4	1	18
28	25	24	16	12	9	15	4	1	18
29	25	24	16	12	9	15	4	1	18
30	25	24	16	12	9	15	4	1	19
31	25	24	21	12	9	15	4	1	15
32	25	24	21	12	9	15	4	1	16
33	25	24	21	12	9	15	4	1	19
34	25	18	21	12	9	15	4	1	18
35	25	18	21	12	9	15	4	1	16
36	25	18	21	12	9	15	4	1	17
37	25	18	21	12	9	15	4	1	15
38	25	18	21	12	9	15	4	1	18
39	25	18	21	12	9	15	4	1	15
40	25	18	21	12	9	15	4	1	17
41	25	18	21	12	9	15	4	1	17
42	25	18	21	12	9	15	4	1	18
43	25	18	21	12	9	15	4	1	19
44	25	18	16	12	9	15	4	1	17
45	25	18	16	12	9	15	4	1	18
46	25	18	16	12	9	15	4	1	16
47	25	18	16	12	9	15	4	1	18
48	25	18	16	12	9	15	4	1	18
49	25	18	16	12	9	15	4	1	15
50	25	18	16	12	9	15	4	1	16
51	25	18	16	12	9	15	4	1	17
52	25	18	16	12	9	15	4	1	17
53	25	18	16	12	9	15	4	1	16
54	25	18	16	12	9	15	4	1	16
55	25	18	16	12	9	15	4	1	17
56	25	18	16	12	9	15	4	1	14
57	25	18	16	12	9	15	4	1	15
58	25	18	16	12	9	15	4	1	19
59	25	18	17	12	9	15	4	1	15
60	25	18	17	12	9	15	4	1	18
61	25	18	17	12	9	15	4	1	15
62	25	18	17	12	9	15	4	1	18
63	25	18	17	12	9	15	4	1	18
64	25	18	17	12	9	15	4	1	16
65	25	18	17	12	9	15	4	1	16
66	25	18	17	12	9	15	4	1	18
67	25	18	17	12	9	15	4	1	18
68	25	18	17	12	9	15	4	1	15
69	25	18	17	12	9	15	4	1	19
70	25	18	17	21	9	15	4	1	15
71	25	18	17	21	9	15	4	1	13
72	25	18	17	21	9	15	4	1	18
73	25	18	17	21	9	15	4	1	15
74	25	18	17	21	9	15	4	1	17
75	25	18	17	21	9	15	4	1	13
76	25	18	17	21	9	15	4	1	17
77	25	18	17	21	9	15	4	1	18
78	25	18	17	21	9	15	4	1	18
79	25	18	17	21	9	15	4	1	19
80	25	18	17	12	9	15	4	1	17
81	25	18	17	12	9	15	4	1	18
82	25	18	17	12	9	15	4	1	15
83	25	18	17	12	9	15	4	1	17
84	25	18	17	12	9	15	4	1	14
85	25	18	17	12	9	15	4	1	19
86	25	18	16	12	9	15	4	1	18
87	25	18	16	12	9	15	4	1	17
88	25	18	16	12	9	15	4	1	16
